,term,weight
0,zip,0.0002706286814516672
1,zigzagging,0.0005875056034788116
2,zero,5.2478672169441466e-05
3,youths,0.000240239147082522
4,youth,0.0001414032062491981
5,younger,4.031206875545388e-05
6,young,0.00023615402476248663
7,york,8.062413751090776e-05
8,yomlingo,0.0007044554471788878
9,yet,5.2478672169441466e-05
10,yes,0.00011021357759602492
11,yellow,0.0002465786067648916
12,years,6.410695496226391e-05
13,year,0.00019232086488679172
14,yawkey,0.0006862325162237303
15,xhosa,0.0014089108943577755
16,xa0,5.2478672169441466e-05
17,wounded,0.00021274846931952093
18,would,0.00012821390992452783
19,worry,0.00020934842439536685
20,worldwide,0.00037530289364935064
21,world,0.00026239336084720735
22,works,4.031206875545388e-05
23,workload,0.00044016622540959016
24,working,5.2478672169441466e-05
25,worker,8.718802188431891e-05
26,worked,0.00024187241253272333
27,work,0.00010257112793962225
28,wore,0.00022042715519204984
29,worcester,0.0001414032062491981
30,wooden,0.00018765144682467532
31,wooded,0.0002706286814516672
32,wong,0.0014089108943577755
33,women,7.87180082541622e-05
34,woman,0.00024187241253272333
35,wolf,0.00038757852515174346
36,witnesses,0.0003291288482651358
37,without,7.87180082541622e-05
38,within,4.031206875545388e-05
39,wiping,0.0007044554471788878
40,winter,0.0001414032062491981
41,window,5.510678879801246e-05
42,williams,0.0010023242584935785
43,william,5.510678879801246e-05
44,wildly,0.00030460129052475155
45,whose,2.6239336084720733e-05
46,white,5.2478672169441466e-05
47,whip,0.0010090567377036394
48,whether,7.87180082541622e-05
49,wheelock,0.0007044554471788878
50,whatever,0.0002863783595695939
51,western,0.0004936932723977037
52,west,0.0005247867216944147
53,wept,0.0005045283688518197
54,went,7.87180082541622e-05
55,well,5.2478672169441466e-05
56,weekend,0.0003535080156229953
57,week,2.6239336084720733e-05
58,wedding,0.00014318917978479694
59,weapon,0.00014318917978479694
60,ways,0.00011021357759602492
61,way,0.00014103530091698062
62,watching,7.070160312459905e-05
63,watched,8.718802188431891e-05
64,watch,5.510678879801246e-05
65,washington,8.062413751090776e-05
66,warm,0.0001645644241325679
67,war,0.0003535080156229953
68,wants,4.031206875545388e-05
69,wanted,0.0003306407327880748
70,want,0.00013119668042360367
71,wannabe,0.0007044554471788878
72,walsh,0.00010495734433888293
73,walls,0.0001232893033824458
74,wall,8.718802188431891e-05
75,walked,0.00022042715519204984
76,wait,7.070160312459905e-05
77,vote,0.00016124827502181553
78,volunteers,0.0003140226365930503
79,volunteered,0.0003291288482651358
80,volunteer,0.0001232893033824458
81,volumes,0.00038757852515174346
82,vocal,0.000240239147082522
83,visited,7.070160312459905e-05
84,violins,0.0007044554471788878
85,violent,0.00014318917978479694
86,violence,0.0001653203663940374
87,village,0.0005629543404740261
88,vigil,0.0015503141006069738
89,victim,0.00020934842439536685
90,vic,0.0021133663415366637
91,vibrant,0.00014318917978479694
92,version,0.00010467421219768342
93,venus,0.0005875056034788116
94,vancouver,0.0011750112069576232
95,van,0.0001645644241325679
96,uses,0.0001645644241325679
97,use,4.031206875545388e-05
98,us,5.1285563969811126e-05
99,updates,0.00044016622540959016
100,updated,0.00030460129052475155
101,unless,0.00010467421219768342
102,unlawful,0.00034311625811186513
103,university,2.6239336084720733e-05
104,unfortunate,0.000480478294165044
105,unemployment,0.00018765144682467532
106,uncontrollably,0.0007044554471788878
107,uncle,0.00014318917978479694
108,ugly,0.000960956588330088
109,type,8.718802188431891e-05
110,two,0.0004487486847358474
111,twenty,0.0002886326969319281
112,twelve,1.2821390992452782e-05
113,tutus,0.0007044554471788878
114,turned,0.00016124827502181553
115,turn,0.00012093620626636167
116,tunnel,0.0006092025810495031
117,tuned,0.0005045283688518197
118,tune,0.00042549693863904185
119,tuesday,5.510678879801246e-05
120,tuck,0.0005875056034788116
121,tswana,0.0007044554471788878
122,trying,2.5642781984905563e-05
123,try,0.00012093620626636167
124,trumpeting,0.0014089108943577755
125,troupe,0.00044016622540959016
126,troublemakers,0.0011750112069576232
127,trollflöjten,0.0007044554471788878
128,translates,0.00044016622540959016
129,training,7.070160312459905e-05
130,tragedies,0.00034311625811186513
131,traffic,7.070160312459905e-05
132,traditions,0.000240239147082522
133,traditional,0.0001414032062491981
134,tradition,0.00010467421219768342
135,townships,0.0007044554471788878
136,township,0.0007044554471788878
137,town,0.00016124827502181553
138,toward,0.0001653203663940374
139,tour,0.00026156406565295675
140,torso,0.00034311625811186513
141,torn,0.0002706286814516672
142,top,5.2478672169441466e-05
143,tools,0.00021274846931952093
144,took,0.00010495734433888293
145,tony,0.0001645644241325679
146,tom,0.0003140226365930503
147,toll,0.0005412573629033344
148,told,7.87180082541622e-05
149,together,5.1285563969811126e-05
150,toes,0.0008803324508191803
151,today,5.2478672169441466e-05
152,tito,0.0001645644241325679
153,title,0.0001645644241325679
154,times,5.2478672169441466e-05
155,time,0.00021796364687169732
156,tight,0.00020934842439536685
157,tickets,0.0002863783595695939
158,tiaras,0.0005875056034788116
159,thursday,5.2478672169441466e-05
160,three,0.0001574360165083244
161,threads,0.00044016622540959016
162,thousand,0.0006559834021180184
163,thoughtful,0.0005412573629033344
164,thought,8.062413751090776e-05
165,thompson,0.0021621523237426985
166,thirty,0.00013119668042360367
167,thirteen,5.2478672169441466e-05
168,third,4.031206875545388e-05
169,thinking,0.00011021357759602492
170,think,8.974973694716946e-05
171,things,0.00010495734433888293
172,thing,0.0001574360165083244
173,theseus,0.0007044554471788878
174,therefore,0.00030460129052475155
175,theatre,0.0010825147258066688
176,theaters,0.00038757852515174346
177,theater,0.0012328930338244583
178,terms,7.070160312459905e-05
179,ten,0.00018367535259304513
180,tempting,0.0010090567377036394
181,temporary,0.00020934842439536685
182,telly,0.0005875056034788116
183,tells,0.0001232893033824458
184,telling,0.00022042715519204984
185,tell,8.062413751090776e-05
186,televised,0.0005875056034788116
187,teens,0.00010467421219768342
188,teen,0.00020934842439536685
189,teased,0.00038757852515174346
190,tears,8.718802188431891e-05
191,tear,0.0005412573629033344
192,team,2.6239336084720733e-05
193,teach,0.00014318917978479694
194,taxpayer,0.0008803324508191803
195,tax,0.0004186968487907337
196,taurus,0.0005875056034788116
197,taught,0.00020934842439536685
198,task,0.0005233710609884172
199,target,0.0001645644241325679
200,tank,0.00021274846931952093
201,tall,8.718802188431891e-05
202,talks,0.00018765144682467532
203,talking,8.062413751090776e-05
204,talked,7.070160312459905e-05
205,talented,0.0005412573629033344
206,talent,0.0004936932723977037
207,taking,7.87180082541622e-05
208,takes,0.00026156406565295675
209,take,5.1285563969811126e-05
210,synch,0.0011750112069576232
211,swedish,0.0005045283688518197
212,sweden,0.0005875056034788116
213,sweater,0.00034311625811186513
214,sustained,0.00014318917978479694
215,sushi,0.00038757852515174346
216,surrounded,0.0001232893033824458
217,surprise,0.0001232893033824458
218,sure,5.2478672169441466e-05
219,surcharge,0.0014089108943577755
220,supportive,0.00018765144682467532
221,support,0.00010495734433888293
222,supernatural,0.0005875056034788116
223,sung,0.00038757852515174346
224,sunday,4.031206875545388e-05
225,sun,0.00014318917978479694
226,summer,1.2821390992452782e-05
227,suffolk,4.031206875545388e-05
228,successful,5.510678879801246e-05
229,success,0.00012093620626636167
230,subsequently,0.0007751570503034869
231,style,4.031206875545388e-05
232,stuff,5.510678879801246e-05
233,studio,0.0001645644241325679
234,students,7.87180082541622e-05
235,student,4.031206875545388e-05
236,struggling,0.00016124827502181553
237,struck,7.070160312459905e-05
238,stretched,0.00021274846931952093
239,stretch,0.0001645644241325679
240,street,0.00010495734433888293
241,straight,8.718802188431891e-05
242,story,0.00028218448128817717
243,store,5.510678879801246e-05
244,stop,5.2478672169441466e-05
245,still,0.00023615402476248663
246,steven,0.00021274846931952093
247,stepped,5.510678879801246e-05
248,stefanie,0.0007044554471788878
249,stature,0.0007751570503034869
250,static,0.0007044554471788878
251,stated,0.0002706286814516672
252,state,5.2478672169441466e-05
253,starving,0.0005875056034788116
254,starting,0.00010467421219768342
255,start,2.6239336084720733e-05
256,starring,0.0002706286814516672
257,star,8.718802188431891e-05
258,standards,0.00017437604376863781
259,stand,8.062413751090776e-05
260,stairs,0.0001645644241325679
261,stages,0.00034311625811186513
262,stage,0.0005231281313059135
263,staff,2.6239336084720733e-05
264,stadiums,0.0008803324508191803
